,book,rating,title
7286,/book/show/25010859-miedo-2,4.25,Miedo 2
7287,/book/show/25013111-minecraft,4.47,Minecraft
7288,/book/show/25013418-the-dark-half,3.76,The Dark Half
7289,/book/show/25015786-fatal-frenzy,4.55,Fatal Frenzy
7290,/book/show/25015894-tulpa-creation-guide,4.0,Tulpa Creation Guide
7291,/book/show/25016249-the-children-of-the-maize,4.14,The Children Of The Maize
7292,/book/show/25016806-complete-submission,4.39,Complete Submission
7293,/book/show/25017688-red-and-the-wolf,4.09,Red And The Wolf
7294,/book/show/25018019-from-afar,3.88,From Afar
7295,/book/show/25018114-wisdom-from-our-first-nations,3.67,Wisdom From Our First Nations
7296,/book/show/25019708-half-breed-queen,4.1,Half Breed Queen
7297,/book/show/25020191-bloodline,3.22,Bloodline
7298,/book/show/25021491-poor-bastards-and-rich-fucks,4.22,Poor Bastards And Rich Fucks
7299,/book/show/25022086-no-woman-left-behind,4.43,No Woman Left Behind
7300,/book/show/25022450-whirlwind-love,4.67,Whirlwind Love
7301,/book/show/25023572-one-day-like-this,5.0,One Day Like This
7302,/book/show/25025734-communication-in-marriage,3.59,Communication In Marriage
7303,/book/show/25026591-altered-state,4.02,Altered State
7304,/book/show/25027892-building-miraculous-work-teams,4.4,Building Miraculous Work Teams
7305,/book/show/25028889-promise-to-love,4.42,Promise To Love
7306,/book/show/25028942-charlie-sleeps-over-nana-s-house,5.0,Charlie Sleeps Over Nana S House
7307,/book/show/25029517-oliver-and-jumpy-stories-28-30-oliver-and-jumpy-the-cat-series-book,4.77,Oliver And Jumpy Stories 28 30 Oliver And Jumpy The Cat Series Book
7308,/book/show/25029518-oliver-and-jumpy-stories-25-27,4.64,Oliver And Jumpy Stories 25 27
7309,/book/show/25034231-mr-suicide,3.71,Mr Suicide
7310,/book/show/25034375-the-warrior-s-debt,4.33,The Warrior S Debt
7311,/book/show/25039748-rekindled,3.91,Rekindled
7312,/book/show/25040371-those-four-letter-words,3.92,Those Four Letter Words
7313,/book/show/25040673-the-day-of-the-wave,4.25,The Day Of The Wave
7314,/book/show/25040701-buried-within,4.33,Buried Within
7315,/book/show/25040751-invictus,4.38,Invictus
7316,/book/show/25041079-shade,4.5,Shade
7317,/book/show/25041504-after-you,3.71,After You
7318,/book/show/25042282-healings,4.88,Healings
7319,/book/show/25047297-andrea-and-the-5-day-challenge,4.14,Andrea And The 5 Day Challenge
7320,/book/show/25048137-journey,4.5,Journey
7321,/book/show/25049976-stealing-home,4.54,Stealing Home
7322,/book/show/25050731-tech-world-explorer,5.0,Tech World Explorer
7323,/book/show/25051746-snowed,3.58,Snowed
7324,/book/show/25052185-oliver-and-jumpy,4.79,Oliver And Jumpy
7325,/book/show/25055762-gravitas,4.11,Gravitas
7326,/book/show/25055763-the-road-to-little-dribbling,3.7,The Road To Little Dribbling
7327,/book/show/25056528-sincerely-carter,4.09,Sincerely Carter
7328,/book/show/25057532-highland-heat,3.79,Highland Heat
7329,/book/show/25057557-the-recipient,3.7,The Recipient
7330,/book/show/25058200-missoula,4.08,Missoula
7331,/book/show/25061039-capital-crimes,3.8,Capital Crimes
7332,/book/show/25061968-raw-sailing,4.5,Raw Sailing
7333,/book/show/25062271-in-a-dark-dark-wood,3.68,In A Dark Dark Wood
7334,/book/show/25064026-the-scorpion,4.13,The Scorpion
7335,/book/show/25065523-madame-x,3.93,Madame X
7336,/book/show/25065629-hunger-makes-me-a-modern-girl,3.86,Hunger Makes Me A Modern Girl
7337,/book/show/25066807-jessica-jones,4.05,Jessica Jones
7338,/book/show/25066808-jessica-jones,4.11,Jessica Jones
7339,/book/show/25066991-the-guilty,4.14,The Guilty
7340,/book/show/25067046-lost-stars,4.25,Lost Stars
7341,/book/show/25067569-snowblind,3.56,Snowblind
7342,/book/show/25067691-the-hyperverse-accord,4.5,The Hyperverse Accord
7343,/book/show/25067912-another-rebecca,3.42,Another Rebecca
7344,/book/show/25069735-tomorrow-too-soon,4.6,Tomorrow Too Soon
7345,/book/show/25070233-the-summer-experience,4.33,The Summer Experience
7346,/book/show/25072603-the-lingering-remains,3.71,The Lingering Remains
7347,/book/show/25074849-bitch-planet-vol-1,4.05,Bitch Planet Vol 1
7348,/book/show/25074850-the-girl-in-the-spider-s-web,3.76,The Girl In The Spider S Web
7349,/book/show/25076674-the-alchemist,3.85,The Alchemist
7350,/book/show/25079651-limousine,5.0,Limousine
7351,/book/show/25081881-never-kiss-a-stranger,3.76,Never Kiss A Stranger
7352,/book/show/25081972-the-legend-of-the-light-keeper,4.18,The Legend Of The Light Keeper
7353,/book/show/25082515-don-t-call-me-kit-kat,4.14,Don T Call Me Kit Kat
7354,/book/show/25087228-valorous,4.17,Valorous
7355,/book/show/25087950-the-woman-warrior,3.73,The Woman Warrior
7356,/book/show/25088574-little-nemo,3.96,Little Nemo
7357,/book/show/25089523-the-guilty,4.14,The Guilty
7358,/book/show/25091829-the-bad-war,3.52,The Bad War
7359,/book/show/25092553-tempting-treasures,4.5,Tempting Treasures
7360,/book/show/25094005-journal-d-une-schizophr-ne-nouvelle-dition,3.73,Journal D Une Schizophr Ne Nouvelle Dition
7361,/book/show/25094880-the-dealership,3.91,The Dealership
7362,/book/show/25095508-how-to-write-short-romance-kindle-books,3.93,How To Write Short Romance Kindle Books
7363,/book/show/25095548-charge-to-my-line,4.49,Charge To My Line
7364,/book/show/25099252-nothing-is-strange,3.96,Nothing Is Strange
7365,/book/show/25100455-the-twilight-patriots,3.82,The Twilight Patriots
7366,/book/show/25100762-save-invest-live,5.0,Save Invest Live
7367,/book/show/25102371-the-last-laugh,4.0,The Last Laugh
7368,/book/show/25105670-essays-on-popular-history,5.0,Essays On Popular History
7369,/book/show/25105774-dakota,4.33,Dakota
7370,/book/show/25107203-diary-of-a-wimpy-villager,4.61,Diary Of A Wimpy Villager
7371,/book/show/25108088-overcome-depression-and-feel-good-again,3.25,Overcome Depression And Feel Good Again
7372,/book/show/25108879-swept-away,3.81,Swept Away
7373,/book/show/25108909-housebroken,3.74,Housebroken
7374,/book/show/25109352-les-m-tamorphoses,4.04,Les M Tamorphoses
7375,/book/show/25109947-lovecraft-country,4.07,Lovecraft Country
7376,/book/show/25110726-the-mistake-i-made,3.83,The Mistake I Made
7377,/book/show/25110970-dark-victory,3.73,Dark Victory
7378,/book/show/25111012-amazing-fantastic-incredible,3.94,Amazing Fantastic Incredible
7379,/book/show/25111054-science-of-the-magical,3.73,Science Of The Magical
7380,/book/show/25111119-barkskins,3.76,Barkskins
7381,/book/show/25112217-talented,4.17,Talented
7382,/book/show/25113215-black-ops-heroes-of-afghanistan,4.09,Black Ops Heroes Of Afghanistan
7383,/book/show/25113313-maya-filippo-show-aloha,3.89,Maya Filippo Show Aloha
7384,/book/show/25113946-day-of-the-dragonking,3.96,Day Of The Dragonking
7385,/book/show/25114259-updrift,3.54,Updrift
7386,/book/show/25115393-falling,3.0,Falling
7387,/book/show/25116350-oktober-heat,4.22,Oktober Heat
7388,/book/show/25116495-harry-potter-and-the-deathly-hallows,4.63,Harry Potter And The Deathly Hallows
7389,/book/show/25118165-sex-love-repeat,3.95,Sex Love Repeat
7390,/book/show/25118244-the-bear-who-wouldn-t-leave,4.2,The Bear Who Wouldn T Leave
7391,/book/show/25118322-the-arena,4.08,The Arena
7392,/book/show/25118397-emerging-from-darkness,4.49,Emerging From Darkness
7393,/book/show/25118752-your-motivation-your-purpose,4.33,Your Motivation Your Purpose
7394,/book/show/25120131-small-talk,4.4,Small Talk
7395,/book/show/25120228-oliver-and-jumpy,4.6,Oliver And Jumpy
7396,/book/show/25120276-oliver-and-jumpy,4.38,Oliver And Jumpy
7397,/book/show/25120279-an-unknown-woman,3.76,An Unknown Woman
7398,/book/show/25121768-the-watchmaker-of-filigree-street,3.71,The Watchmaker Of Filigree Street
7399,/book/show/25121995-about-that-fling,3.65,About That Fling
7400,/book/show/25123689-next-stop,4.15,Next Stop
7401,/book/show/25126763-take-off-your-pants-outline-your-books-for-faster-better-writing,4.25,Take Off Your Pants Outline Your Books For Faster Better Writing
7402,/book/show/25127070-the-white-carnation,4.08,The White Carnation
7403,/book/show/25127115-flipping-the-bird,5.0,Flipping The Bird
7404,/book/show/25128185-veil-of-darkness,4.21,Veil Of Darkness
7405,/book/show/25128930-wounded,3.67,Wounded
7406,/book/show/25131711-numbers-game,3.97,Numbers Game
7407,/book/show/25132080-primal-claim,4.13,Primal Claim
7408,/book/show/25134311-the-rainbow-horizon,4.9,The Rainbow Horizon
7409,/book/show/25135239-fireworks-at-midnight,4.12,Fireworks At Midnight
7410,/book/show/25135967-lover-s-pounce,4.44,Lover S Pounce
7411,/book/show/25136271-the-sin-eater-s-daughter,3.47,The Sin Eater S Daughter
7412,/book/show/25136370-the-ceo-buys-in,4.0,The Ceo Buys In
7413,/book/show/25138297-the-book-of-james,3.92,The Book Of James
7414,/book/show/25139773-of-love-and-distance,4.42,Of Love And Distance
7415,/book/show/25141169-ultimate-betrayal,4.17,Ultimate Betrayal
7416,/book/show/25142029-the-pulse-between-dimensions-and-the-desert,4.34,The Pulse Between Dimensions And The Desert
7417,/book/show/25142257-of-bells-and-thorns,4.25,Of Bells And Thorns
7418,/book/show/25142590-1984,4.17,1984
7419,/book/show/25143011-the-nights-were-young,3.58,The Nights Were Young
7420,/book/show/25144375-money-wealth-war,5.0,Money Wealth War
7421,/book/show/25146386-the-assiduous-quest-of-tobias-hopkins,4.22,The Assiduous Quest Of Tobias Hopkins
7422,/book/show/25146403-the-assiduous-quest-of-tobias-hopkins,4.4,The Assiduous Quest Of Tobias Hopkins
7423,/book/show/25147580-reckless,3.33,Reckless
7424,/book/show/25150159-blackout,3.82,Blackout
7425,/book/show/25150284-glenn-hates-books-vol-1,3.9,Glenn Hates Books Vol 1
7426,/book/show/25150909-acquiescence,4.32,Acquiescence
7427,/book/show/25151229-blueberry-muffins-are-up-a-buck-a-pair,4.33,Blueberry Muffins Are Up A Buck A Pair
7428,/book/show/25152052-the-japanese-lover,3.81,The Japanese Lover
7429,/book/show/25153952-shady-miss-grey,4.33,Shady Miss Grey
7430,/book/show/25153961-hungry-ghosts,4.04,Hungry Ghosts
7431,/book/show/25154027-nachtland,3.99,Nachtland
7432,/book/show/25154771-the-witch-s-kiss,3.6,The Witch S Kiss
7433,/book/show/25156014-hunted,4.41,Hunted
7434,/book/show/25157345-may-contain-spies,3.53,May Contain Spies
7435,/book/show/25158770-while-you-were-spying,4.03,While You Were Spying
7436,/book/show/25161659-dino-is-bored,3.5,Dino Is Bored
7437,/book/show/25163242-girl-of-mine,3.79,Girl Of Mine
7438,/book/show/25164552-rosie-s-umbrella,4.56,Rosie S Umbrella
7439,/book/show/25165108-diary-of-a-wimpy-villager,4.62,Diary Of A Wimpy Villager
7440,/book/show/25165331-rumble-vol-1,3.83,Rumble Vol 1
7441,/book/show/25167768-katie-and-the-north-star,4.5,Katie And The North Star
7442,/book/show/25167837-the-garden-party,3.65,The Garden Party
7443,/book/show/25167920-murder-most-floral,4.86,Murder Most Floral
7444,/book/show/25168023-a-story-of-summers,3.67,A Story Of Summers
7445,/book/show/25168121-axel,4.12,Axel
7446,/book/show/25168125-the-love-of-a-rogue,3.88,The Love Of A Rogue
7447,/book/show/25168905-augment,4.39,Augment
7448,/book/show/25169764-every-ugly-word,4.0,Every Ugly Word
7449,/book/show/25169897-all-the-beautiful-brides,3.93,All The Beautiful Brides
7450,/book/show/25170969-cage,4.29,Cage
7451,/book/show/25172560-while-we-were-lost,4.5,While We Were Lost
7452,/book/show/25172574-i-ll-sing-for-my-dinner,3.64,I Ll Sing For My Dinner
7453,/book/show/25172655-between-black-and-sunshine,3.79,Between Black And Sunshine
7454,/book/show/25176196-paper-in-the-wind,4.41,Paper In The Wind
7455,/book/show/25176654-the-witch-s-kiss,3.6,The Witch S Kiss
7456,/book/show/25177361-secret-of-the-painted-lady,4.16,Secret Of The Painted Lady
7457,/book/show/25178360-daydream-believer,4.38,Daydream Believer
7458,/book/show/25178429-cooper,4.3,Cooper
7459,/book/show/25179280-meet-me-in-the-dark,4.1,Meet Me In The Dark
7460,/book/show/25179757-even-dogs-in-the-wild,4.19,Even Dogs In The Wild
7461,/book/show/25181062-the-atlantis-gene,3.71,The Atlantis Gene
7462,/book/show/25181937-midnight-over-moores,4.29,Midnight Over Moores
7463,/book/show/25183204-cicada-spring,4.13,Cicada Spring
7464,/book/show/25187259-marc-l-pine,3.37,Marc L Pine
7465,/book/show/25187799-the-great-losing,4.5,The Great Losing
7466,/book/show/25191992-life-after,4.24,Life After
7467,/book/show/25192041-a-date-with-the-devil,4.34,A Date With The Devil
7468,/book/show/25192995-going-underground,3.73,Going Underground
7469,/book/show/25194146-secret-sisters,3.78,Secret Sisters
7470,/book/show/25195728-the-little-white-flower,5.0,The Little White Flower
7471,/book/show/25195771-the-little-white-flower,5.0,The Little White Flower
7472,/book/show/25196552-every-glance,3.89,Every Glance
7473,/book/show/25197707-transcendence,4.6,Transcendence
7474,/book/show/25199464-owning-the-beast,3.63,Owning The Beast
7475,/book/show/25202681-her-sister-s-shoes,4.12,Her Sister S Shoes
7476,/book/show/25202976-the-little-white-ball-and-his-big-idea,4.6,The Little White Ball And His Big Idea
7477,/book/show/25203155-winnie-the-pooh,4.34,Winnie The Pooh
7478,/book/show/25203224-the-tears-of-the-unicorns-i---temptation,4.43,The Tears Of The Unicorns I   Temptation
7479,/book/show/25204446-broken,4.75,Broken
7480,/book/show/25204592-dane-curse,4.28,Dane Curse
7481,/book/show/25204811-the-vigilante,4.5,The Vigilante
7482,/book/show/25205404-the-mistletoe-inn,3.91,The Mistletoe Inn
7483,/book/show/25205414-house-of-the-rising-sun,3.895,House Of The Rising Sun
7484,/book/show/25205535-an-endless-christmas,4.19,An Endless Christmas
7485,/book/show/25205783-90-things-that-irritate-the-sh-out-of-me-or-at-least-make-me-frown,3.14,90 Things That Irritate The Sh Out Of Me Or At Least Make Me Frown
7486,/book/show/25206976-more-than-bruises-were-left-behind,3.44,More Than Bruises Were Left Behind
7487,/book/show/25207141-r-evolution,3.54,R Evolution
7488,/book/show/25207922-heavy-secrets,3.98,Heavy Secrets
7489,/book/show/25208044-unrestricted,4.22,Unrestricted
7490,/book/show/25209710-infernal,4.6,Infernal
7491,/book/show/25210988-indestructible-vol-1,3.17,Indestructible Vol 1
7492,/book/show/25211081-misconceptions,4.44,Misconceptions
7493,/book/show/25211206-across-the-pond,4.45,Across The Pond
7494,/book/show/25212053-master-of-shadows,3.39,Master Of Shadows
7495,/book/show/25212341-heresy-of-truth,4.8,Heresy Of Truth
7496,/book/show/25213112-ending-with-forever,4.4,Ending With Forever
7497,/book/show/25214014-death-on-canal-street,3.89,Death On Canal Street
7498,/book/show/25214272-the-a-to-z-of-you-and-me,3.54,The A To Z Of You And Me
7499,/book/show/25214306-almost-perfect,3.89,Almost Perfect
7500,/book/show/25215513-blood-on-the-page,5.0,Blood On The Page
7501,/book/show/25216058-joe4,4.29,Joe4
7502,/book/show/25216330-20,4.15,20
7503,/book/show/25216480-the-darkness-visible,4.28,The Darkness Visible
7504,/book/show/25218773-bipolar-1-disorder,4.27,Bipolar 1 Disorder
7505,/book/show/25219806-youth-in-asia,4.09,Youth In Asia
7506,/book/show/25221117-time-heals-forgivenss-mends,4.67,Time Heals Forgivenss Mends
7507,/book/show/25221432-in-the-blood-of-the-greeks,4.07,In The Blood Of The Greeks
7508,/book/show/25222883-make-me-yours,4.13,Make Me Yours
7509,/book/show/25223735-manu-in-kishkindha,4.0,Manu In Kishkindha
7510,/book/show/25224524-secrets-of-winter,4.12,Secrets Of Winter
7511,/book/show/25225265-twisted-bond,4.07,Twisted Bond
7512,/book/show/25229229-thirteen-ways-of-looking,3.97,Thirteen Ways Of Looking
7513,/book/show/25229837-visions,4.38,Visions
7514,/book/show/25229878-fur-for-her,4.45,Fur For Her
7515,/book/show/25230965-echo,4.24,Echo
7516,/book/show/25231127-killer-kung-pao,3.43,Killer Kung Pao
7517,/book/show/25232206-the-world-and-the-stars,4.11,The World And The Stars
7518,/book/show/25234004-until-jax,4.3,Until Jax
7519,/book/show/25234964-passive-income-from-3d-printing-truly-passive-income-series,3.18,Passive Income From 3D Printing Truly Passive Income Series
7520,/book/show/25235255-sea-change,4.56,Sea Change
7521,/book/show/25236733-plot-fiction-like-the-masters,4.35,Plot Fiction Like The Masters
7522,/book/show/25237718-the-tea-planter-s-wife,3.75,The Tea Planter S Wife
7523,/book/show/25241477-ashley-bell,3.59,Ashley Bell
7524,/book/show/25242224-the-story-of-the-lost-child,4.39,The Story Of The Lost Child
7525,/book/show/25243059-the-wayward-soul,3.14,The Wayward Soul
7526,/book/show/25243735-wytches-volume-1,3.83,Wytches Volume 1
7527,/book/show/25244961-the-legacy-trust,4.67,The Legacy Trust
7528,/book/show/25245760-fervent,4.51,Fervent
7529,/book/show/25249246-montana-cherries,4.17,Montana Cherries
7530,/book/show/25250570-pounded-in-the-butt-by-my-book-pounded-in-the-butt-by-my-own-butt,4.24,Pounded In The Butt By My Book Pounded In The Butt By My Own Butt
7531,/book/show/25250941-fierce-salon-season-one,4.2,Fierce Salon Season One
7532,/book/show/25251132-the-lake,5.0,The Lake
7533,/book/show/25251169-worth-it,4.21,Worth It
7534,/book/show/25251561-the-relationship-riddle,3.8,The Relationship Riddle
7535,/book/show/25251757-you-will-know-me,3.44,You Will Know Me
7536,/book/show/25251987-a-bundle-of-donosaurs,5.0,A Bundle Of Donosaurs
7537,/book/show/25252994-the-shock-of-night,4.21,The Shock Of Night
7538,/book/show/25254326-the-official-essex-sisters-companion-guide,3.65,The Official Essex Sisters Companion Guide
7539,/book/show/25254913-araknea,4.0,Araknea
7540,/book/show/25255017-caged,4.12,Caged
7541,/book/show/25255576-asking-for-it,4.03,Asking For It
7542,/book/show/25256461-alex-ada-14,4.18,Alex Ada 14
7543,/book/show/25257707-rebirth,4.0,Rebirth
7544,/book/show/25257939-death-of-a-dapper-snowman,3.86,Death Of A Dapper Snowman
7545,/book/show/25260321-a-forever-family,4.45,A Forever Family
7546,/book/show/25261163-the-church-murders,4.08,The Church Murders
7547,/book/show/25262736-where-dead-fish-go,5.0,Where Dead Fish Go
7548,/book/show/25263793-hush,3.71,Hush
7549,/book/show/25263831-dragonfire,4.6,Dragonfire
7550,/book/show/25263917-friction,3.94,Friction
7551,/book/show/25266010-a-whisper-of-leaves,3.57,A Whisper Of Leaves
7552,/book/show/25266208-in-the-darkness-that-s-where-i-ll-know-you,3.97,In The Darkness That S Where I Ll Know You
7553,/book/show/25266552-harry-the-happy-mouse,4.12,Harry The Happy Mouse
7554,/book/show/25269277-seeing-evil,4.16,Seeing Evil
7555,/book/show/25269614-blade-of-the-destroyer,4.03,Blade Of The Destroyer
7556,/book/show/25270213-the-lion-of-palmyra,4.0,The Lion Of Palmyra
7557,/book/show/25271148-charade,4.15,Charade
7558,/book/show/25271276-love-sayings,4.8,Love Sayings
7559,/book/show/25272259-the-irresistible-novel,4.25,The Irresistible Novel
7560,/book/show/25272957-entendre,4.44,Entendre
7561,/book/show/25274509-shades,4.42,Shades
7562,/book/show/25274522-shades,4.42,Shades
7563,/book/show/25275997-intimate-intentions,4.0,Intimate Intentions
7564,/book/show/25277350-biggun,4.52,Biggun
7565,/book/show/25277566-not-what-you-thought-and-other-surprises,4.56,Not What You Thought And Other Surprises
7566,/book/show/25279548-the-tsar-of-love-and-techno,4.28,The Tsar Of Love And Techno
7567,/book/show/25283508-crazy-hot-and-living-on-the-edge,4.29,Crazy Hot And Living On The Edge
7568,/book/show/25283741-she-s-not-there,3.93,She S Not There
7569,/book/show/25283833-boundary-lines,4.15,Boundary Lines
7570,/book/show/25285397-the-nightmare-collective,3.42,The Nightmare Collective
7571,/book/show/25285682-the-color-of-our-sky,4.18,The Color Of Our Sky
7572,/book/show/25290331-my-father-s-prostitute,4.02,My Father S Prostitute
7573,/book/show/25291144-the-awakening,4.06,The Awakening
7574,/book/show/25293197-forbearance,4.38,Forbearance
7575,/book/show/25293435-unbelievable,5.0,Unbelievable
7576,/book/show/25293695-the-beast,4.45,The Beast
7577,/book/show/25294854-fear-no-more,3.94,Fear No More
7578,/book/show/25295543-miss-burton-unmasks-a-prince,3.92,Miss Burton Unmasks A Prince
7579,/book/show/25295588-contact-us,3.81,Contact Us
7580,/book/show/25295812-dhungwana-2117---the-dhungwana-chronicles-2117-3451-part-1,3.78,Dhungwana 2117   The Dhungwana Chronicles 2117 3451 Part 1
7581,/book/show/25295939-a-frozen-scoop-of-murder,3.69,A Frozen Scoop Of Murder
7582,/book/show/25296227-the-sheikh-s-new-wife,3.44,The Sheikh S New Wife
7583,/book/show/25296512-pennies,4.24,Pennies
7584,/book/show/25296889-i-will-praise-you-in-the-storm,4.58,I Will Praise You In The Storm
7585,/book/show/25300956-royal-assassin,4.22,Royal Assassin
7586,/book/show/25302915-dog-ears,4.35,Dog Ears
7587,/book/show/25304005-places-and-times,4.67,Places And Times
7588,/book/show/25305548-oversubscribed,4.22,Oversubscribed
7589,/book/show/25307144-nails-in-the-sky,4.07,Nails In The Sky
7590,/book/show/25307607-sacrifice,4.28,Sacrifice
7591,/book/show/25308876-church-of-marvels,3.79,Church Of Marvels
7592,/book/show/25309550-the-dreamer,4.14,The Dreamer
7593,/book/show/25309991-no-cause-to-repine,3.84,No Cause To Repine
7594,/book/show/25311388-the-last-confession,4.2,The Last Confession
7595,/book/show/25311441-for-life,4.04,For Life
7596,/book/show/25311688-final-response,3.59,Final Response
7597,/book/show/25311692-stake-out,4.21,Stake Out
7598,/book/show/25312656-undone-business,3.56,Undone Business
7599,/book/show/25313111-there-s-no-place-like-home,4.36,There S No Place Like Home
7600,/book/show/25314952-crystallizing-public-opinion,3.94,Crystallizing Public Opinion
7601,/book/show/25314953-center-mass,4.18,Center Mass
7602,/book/show/25315873-demons-pearls---the-razor-s-adventures-1,4.15,Demons Pearls   The Razor S Adventures 1
7603,/book/show/25316749-white-is-the-coldest-colour,3.91,White Is The Coldest Colour
7604,/book/show/25317477-a-little-bit-in-love,4.29,A Little Bit In Love
7605,/book/show/25319069-troika,4.39,Troika
7606,/book/show/25322244-the-viscount-who-loved-me-with-2nd-epilogue,4.19,The Viscount Who Loved Me With 2Nd Epilogue
7607,/book/show/25322247-the-duke-and-i-with-2nd-epilogue,4.1,The Duke And I With 2Nd Epilogue
7608,/book/show/25324975-evolution,4.36,Evolution
7609,/book/show/25326590-the-reckoning,4.25,The Reckoning
7610,/book/show/25326997-her-heart-s-surrender,4.6,Her Heart S Surrender
7611,/book/show/25327825-the-author-s-guide-to-working-with-book-bloggers,4.45,The Author S Guide To Working With Book Bloggers
7612,/book/show/25328719-four-days,4.24,Four Days
7613,/book/show/25329753-v-rit,3.95,V Rit
7614,/book/show/25330349-paper-tigers,3.58,Paper Tigers
7615,/book/show/25330489-memories,4.12,Memories
7616,/book/show/25330567-bride-of-falcon,3.98,Bride Of Falcon
7617,/book/show/25330847-how-to-sell-books-by-the-truckload-on-amazon---power-pack,4.35,How To Sell Books By The Truckload On Amazon   Power Pack
7618,/book/show/25332348-flights-of-fancy,4.67,Flights Of Fancy
7619,/book/show/25333047-pond,3.57,Pond
7620,/book/show/25333507-our-bodies-our-shelves,3.18,Our Bodies Our Shelves
7621,/book/show/25334113-witch-hunters,5.0,Witch Hunters
7622,/book/show/25335124-the-secret-rahasya,3.65,The Secret Rahasya
7623,/book/show/25335757-wrong-number-right-guy,3.85,Wrong Number Right Guy
7624,/book/show/25335782-promises-to-keep,4.18,Promises To Keep
7625,/book/show/25336524-last-of-the-gods,4.25,Last Of The Gods
7626,/book/show/25337296-carter-lovecraft,3.87,Carter Lovecraft
7627,/book/show/25337536-little-black-dresses-little-white-lies,3.83,Little Black Dresses Little White Lies
7628,/book/show/25337811-the-night-collection,4.17,The Night Collection
7629,/book/show/25338617-crash-box-set---books-1-3,4.38,Crash Box Set   Books 1 3
7630,/book/show/25341281-just-like-us---elephant-word-fun,0.0,Just Like Us   Elephant Word Fun
7631,/book/show/25343070-bridges-of-paris,4.81,Bridges Of Paris
7632,/book/show/25344428-a-girl-can-only-take-so-much,4.14,A Girl Can Only Take So Much
7633,/book/show/25347379-peace-management,5.0,Peace Management
7634,/book/show/25348433-murder-to-go,3.55,Murder To Go
7635,/book/show/25349620-imposter,4.0,Imposter
7636,/book/show/25349968-dolor-and-shadow,4.1,Dolor And Shadow
7637,/book/show/25351142-third-debt,4.39,Third Debt
7638,/book/show/25352769-dying-in-pleasure,4.5,Dying In Pleasure
7639,/book/show/25353106-the-poems-of-annie-johnson-flint,5.0,The Poems Of Annie Johnson Flint
7640,/book/show/25353819-invisible-selling-machine,4.26,Invisible Selling Machine
7641,/book/show/25354372-seamless,4.59,Seamless
7642,/book/show/25354448-the-mad-tatter,3.9,The Mad Tatter
7643,/book/show/25358307-just-william,4.05,Just William
7644,/book/show/25358313-for-love-of-anna,4.38,For Love Of Anna
7645,/book/show/25359216-the-burning-man,3.98,The Burning Man
7646,/book/show/25361227-archipelago-of-souls,3.93,Archipelago Of Souls
7647,/book/show/25361494-the-roman-s-revenge,4.25,The Roman S Revenge
7648,/book/show/25362335-stolen-sisters,4.11,Stolen Sisters
7649,/book/show/25363142-short-flights,4.0,Short Flights
7650,/book/show/25364361-life-lessons-by-year,3.5,Life Lessons By Year
7651,/book/show/25364812-the-year-of-the-roses,4.56,The Year Of The Roses
7652,/book/show/25365683-demelza,4.23,Demelza
7653,/book/show/25366232-my-mommy-s-got-your-daughter,3.92,My Mommy S Got Your Daughter
7654,/book/show/25369045-the-house-of-the-last-man-on-earth,3.63,The House Of The Last Man On Earth
7655,/book/show/25369192-shtum,4.14,Shtum
7656,/book/show/25369718-the-floating-garden,3.52,The Floating Garden
7657,/book/show/25370089-resistance,4.17,Resistance
7658,/book/show/25370209-itchy-little-feet-namibia,0.0,Itchy Little Feet Namibia
7659,/book/show/25370250-just-like-us-2---more-elephant-fun,0.0,Just Like Us 2   More Elephant Fun
7660,/book/show/25372801-all-the-birds-in-the-sky,3.58,All The Birds In The Sky
7661,/book/show/25373546-shuttergirl,3.78,Shuttergirl
7662,/book/show/25375042-wild-horse-namibia,0.0,Wild Horse Namibia
7663,/book/show/25375073-namibia-dunescape,4.0,Namibia Dunescape
7664,/book/show/25375122-bad-man-s-corner,0.0,Bad Man S Corner
7665,/book/show/25377125-halley-s-gift-and-eight-other-extraordinary-tales,4.19,Halley S Gift And Eight Other Extraordinary Tales
7666,/book/show/25378743-8,4.24,8
7667,/book/show/25379213-marrow,3.99,Marrow
7668,/book/show/25380950-gripped,3.1,Gripped
7669,/book/show/25381802-nasty-little-girl,3.96,Nasty Little Girl
7670,/book/show/25381870-the-authentic-sale,4.73,The Authentic Sale
7671,/book/show/25384844-black-butterfly,4.15,Black Butterfly
7672,/book/show/25385454-stand-off,4.18,Stand Off
7673,/book/show/25385734-bullseye-breach,3.83,Bullseye Breach
7674,/book/show/25387574-meditations-on-intention-and-being,4.35,Meditations On Intention And Being
7675,/book/show/25387832-write-this-second,5.0,Write This Second
7676,/book/show/25388006-insects-alphabet-shapes-lines-book,5.0,Insects Alphabet Shapes Lines Book
7677,/book/show/25389017-what-remains-of-heroes,3.84,What Remains Of Heroes
7678,/book/show/25389822-triptych,4.5,Triptych
7679,/book/show/25394440-warriors-of-the-storm,4.4,Warriors Of The Storm
7680,/book/show/25395473-craved,4.37,Craved
7681,/book/show/25396316-love-in-the-light,4.03,Love In The Light
7682,/book/show/25398065-ghosts-in-macau,4.27,Ghosts In Macau
7683,/book/show/25398324-the-hunter,4.16,The Hunter
7684,/book/show/25398353-the-witch-of-lime-street,3.4,The Witch Of Lime Street
7685,/book/show/25398824-girl-from-above,3.76,Girl From Above
